,date,title,content,source,url,category
46,2022-02-06,Xi meets Prince of Monaco Albert II,"Photo:VCG Chinese President Xi Jinping on Sunday met with Prince of Monaco Albert II in Beijing, expressing the hope that China-Monaco relations will continue to enjoy sound development.China-Monaco relations have become a model of friendly exchanges and mutual benefits between countries of different sizes, histories and cultures, Xi said.He said bilateral exchanges and cooperation in such fields as communications, environmental protection, sports and art have yielded fruitful results.The two sides should consolidate their traditional friendship and political mutual trust, and step up communication and coordination in multilateral organizations including the United Nations and international affairs, to jointly uphold multilateralism, he said.Xi welcomed Monaco's participation in the second phase of the 15th meeting of the Conference of the Parties to the Convention on Biological Diversity.Prince Albert II said that China's successful Winter Olympics opening ceremony has sent a strong message of peace and solidarity, which is exactly what the world urgently needs.The prince expressed his belief that China will continue to make greater contributions to world peace and development.",Global Times(China),https://www.globaltimes.cn/page/202202/1251568.shtml,china/diplomacy
47,2022-02-06,"Xi meets with Polish President Duda, vowing to lift bilateral practical cooperation to a new level","Photo: VCGChinese President Xi Jinping met on Sunday with Polish President Andrzej Duda, who is in Beijing to attend the opening ceremony of the Beijing 2022 Winter Olympic Games.Xi pointed out that President Duda's special trip to China to fulfill the ""Winter Olympics promise"" made five years ago shows that China-Poland friendship can withstand the test of international changes and both sides adhere to the Olympic spirit. China and Poland are friends who honor commitments.Xi stressed that the two sides should respect and accommodate each other's core interests and major concerns, strengthen communication on major international issues, tap the potential of their economies, trade and investment, transportation and logistics, and high and new technologies, and lift bilateral practical cooperation to a new level. China is ready to take an active part in the construction of a logistics hub in Poland and help Poland become a key node in the China-Europe supply chain, Xi said.This year marks the 10th anniversary of cooperation between China and Central and Eastern European Countries (China-CEEC cooperation), Xi said, adding that China is willing to work with Poland to establish a China-CEEC wholesale market for agricultural products in Poland.Duda said he is glad that he had overcome the difficulties to come to China as promised to witness the historic moment as Beijing becomes the world's first dual Olympic city. He thanked China for providing medical supplies to Poland in its fight against the epidemic. Poland attaches great importance to economic cooperation with China and hopes to expand bilateral trade and investment cooperation with China to make Poland a gateway for China to Europe, Duda stressed.Global Times",Global Times(China),https://www.globaltimes.cn/page/202202/1251507.shtml,china/diplomacy
48,2022-02-06,Xi says China to deepen all-round cooperation with Kyrgyzstan,"Photo:VCG Chinese President Xi Jinping on Sunday said China is willing to deepen mutually beneficial cooperation in an all-round way with Kyrgyzstan, so as to bring more benefits to the people of the two countries.Xi made the remarks when meeting with Kyrgyz President Sadyr Zhaparov who came to China for the opening ceremony of the Beijing 2022 Olympic Winter Games.Xi also said China stands ready to comprehensively upgrade security cooperation with Kyrgyzstan to jointly safeguard the security and stability of the two countries and the region.",Global Times(China),https://www.globaltimes.cn/page/202202/1251569.shtml,china/diplomacy
49,2022-02-07,All eyes on the Beijing Winter Olympics witness a weakened US: Martin Jacques,"Members of Team China wave during the opening ceremony of the Beijing 2022 Winter Olympics at the Beijing National Stadium on February 4, 2022 in Beijing, China. Photo: VCG2022 is not 2008. In 2008, the West was warming to China. It had growing expectations of their relationship. Since then, the warmth has been replaced by a cold chill. China did not westernize in the manner that the US expected and required. Worse, China got stronger as the US grew weaker. By 2016, the US was disillusioned that its hopes had not been fulfilled. It turned against China and sought to ostracize it. The Beijing 2022 Winter Olympics take place in a very different atmosphere to the Summer Olympics in 2008. No doubt the US wishes it wasn't taking place at all. There is nothing it can do about that; so it resorted to a ""diplomatic boycott."" But this has been a damp squib. Who really cares whether or not US diplomats attend; sure, it is better if they are present, but if they aren't, the price of their absence is very small. It is a weak gesture made all the weaker by the fact that the boycott has remarkably few backers, 14 in total.The roll-call is as revealing as the pitifully small number. Only four members of the European Union have backed it (three others are not sending government representatives but that is because of COVID-19). Germany and France refused to join the boycott. New Zealand gave COVID-19 as their reason for not sending government representative, while Japan declined to send government officials but has sent Olympic officials. The US boycott is pretty close to being a non-event: without the Anglophone countries, it would be almost invisible. If the 2008 Summer Olympics marked China's dramatic arrival on the global stage, the 2022 Winter Olympics bear witness to the extraordinary decline of US influence over the 14-year period that separates the two events. If any further evidence of US decline is required in this context, take your mind back to the Moscow Summer Olympics in 1980 when, at the height of the Cold War, America staged a total boycott (athletes included) which amassed 66 countries.All of this is telling us something of much broader significance concerning the nature of the post-2017 world. Three things to be exact. First, the estrangement of the US and China will be long-lasting. Five years and still very much counting; not less than 10, more like 20, 30 years wouldn't surprise me. The growing schism is becoming more and more embedded in the global fabric. Second, the US decline is continuing apace, seems highly likely to continue and will probably accelerate. As the failed boycott illustrates, the US is floundering around, making it up as it goes along. Third, when this era comes to an end, as it eventually will, whenever that might be, there will be no return to the status quo ante or, if you like, 2016. The world will be very different. It will still be one world, but much more loosely so, dominated by two spheres, a Chinese one and an American one, with the former increasingly dominant. There is another reason why the 2022 Winter Olympics will be very different from the 2008 Summer Olympics. I am not thinking here of the pandemic, even though, of course, this has necessitated a fundamentally different kind of event. The fact is that the Winter Olympics are of a far more modest scale than the Summer Olympics: many less athletes, many less disciplines and rather less global appeal. The position of China is also interestingly different. It has much less experience of the Winter Olympics and there is much less of a tradition of involvement in the winter sports. China cannot be compared with the traditional North American and northern European giants of the Winter Olympics, such as the US, Canada, Germany, Switzerland, and Norway. Whereas for the great coming-out party in 2008, China could not only entertain the idea of winning more golds than any other country, but it actually achieved that goal. In 2022 this is impossible. But life - for countries as for individuals - is not always about coming top, it is much more about moving forward. China is intimately familiar with this. That has, after all, been China's story since 1978. In fact, it is rather remarkable that China put its hat in the ring to stage the 2022 Olympics, such was its rather intimidating starting point. Not only was China confronted with the challenge of creating, more or less from scratch, the necessary infrastructure for the Games, a task made even more difficult by the pandemic, but in typical Chinese ""never do things by halves"" style, it has seen the Olympics as an opportunity to transform remote mountainous regions of the country into winter sport resorts; 400 were built between 2014 and 2017, with a target of 800 this year. If the story of the 2008 Olympics was all about Beijing and its new modernity, the story of these Olympics is about China's urban-rural divide and the challenge of transforming some of the poorest and most remote areas of the country and providing them with a state-of-the-art transport infrastructure ensuring their connectivity with the rest of China. Now there's a lesson for the world. The author was until recently a Senior Fellow at the Department of Politics and International Studies at Cambridge University. He is a Visiting Professor at the Institute of Modern International Relations at Tsinghua University and a Senior Fellow at the China Institute, Fudan University. Follow him on twitter @martjacques. opinion@globaltimes.com.cn",Global Times(China),https://www.globaltimes.cn/page/202202/1251655.shtml,opinion/columnists
50,2022-02-07,Argentine president's visit to Chairman Mao Memorial Hall emphasizes 'historic friendship',"Argentine President Alberto Fernandez visits Chairman Mao Memorial Hall on February 5, 2022. Photo: Official website of the Casa Rosada Argentine President Alberto Fernandez laid a wreath at the mausoleum of the late Chinese leader Mao Zedong in Tiananmen Square on Saturday, the Casa Rosada, or the office of the President of Argentina, confirmed in its latest statement. Chinese experts on Monday said the two countries that are 20,000 kilometers apart have a deep historical friendship and a similar people-centered governing philosophy in a changing world.As part of Fernandez's schedule on the sidelines of the opening ceremony of the Beijing 2022 Winter Olympic Games, the visit to the Chairman Mao Memorial Hall came on the eve of the 50th anniversary of the founding of China-Argentina diplomatic ties, which falls on February 19. In a previous interview with the Global Times, Argentina Ambassador to China Sabino Vaca Narvaja outlined reasons of arranging the visit to the memorial hall of Mao, a remarkable leader of the Communist Party of China (CPC). ""For both Argentina and the rest of the world, Mao is a very crucial state leader,"" said the ambassador, noting that President Fernandez is also president of Argentina's Partido Justicialista Party, which has ""very important historical ties"" with the CPC.He said former Argentine president Juan Peron even maintained friendship and correspondence with Chairman Mao. The friendship deepened during Fernandez's tour to Beijing. Fernandez met with Chinese President Xi Jinping on Sunday. In a major step, the two countries signed a Memorandum of Understanding on cooperation within the framework of the China-proposed Belt and Road Initiative.The two sides agreed to enhance trade cooperation, and promote financial support for the settlement of China's exports to Argentina. They also signed cooperation documents in the fields of green development, digital economy, aerospace, science and technology innovation, education and university cooperation. Fernandez's visit to the hall reminded the world that besides pragmatic cooperation, the historical ties and friendship between China and Argentina's ruling parties are also at a strategic significance, Zhou Zhiwei, an expert on Latin American studies at the Chinese Academy of Social Sciences, told the Global Times on Friday. Fernandez also visited the Museum of the CPC during his Beijing tour, speaking highly of the CPC ""for all it has done and the great achievements it has made for the Chinese people. ""The Partido Justicialista and the CPC share many ideas in their leadership, said Zhou. ""Argentina is highly supportive of the CPC's people-centered governance philosophy, and the similarities have a historical tradition,"" Zhou said. Argentine President Alberto Fernandez visits Chairman Mao Memorial Hall on February 5, 2022. Photo:official website of the Casa Rosada Analysts said the historical friendship will help both sides better cope with the challenges of the new era.On the Malvinas Islands and negotiations with the IMF, Argentina is faced with a problem of how to defend sovereignty and development autonomy more effectively. Fernandez's visit to China and his recognition of the CPC's governing philosophy may have more profound connotations on the above issues, Zhou said. During Fernandez's meeting with Xi, China and Argentina reaffirmed their continued strong mutual support on issues involving each other's sovereign interests. Argentina said it will continue to adhere to the one-China principle on the Taiwan question and China will continue to support Argentina's demand for the full exercise of sovereignty over the Malvinas Islands.",Global Times(China),https://www.globaltimes.cn/page/202202/1251674.shtml,china/diplomacy
51,2022-02-07,AU condemns `wave` of coups,"Participants attend the 33rd ordinary session of the assembly of heads of State and Government of the African Union in Addis Ababa, Ethiopia's capital, Feb. 9, 2020. (Xinhua/Michael Tewelde)The African Union closed its annual summit Sunday by condemning a recent ""wave"" of military coups that has seen an unprecedented number of member states suspended from the bloc, spurring fears of what its top official described as democratic ""backpedaling. ""The putsches were among the main issues raised at the two-day summit, though leaders from across the continent also got bogged down in heated discussions over the AU's ties to Israel. Less than two weeks before the summit began Saturday, Burkina Faso became the fourth country to be suspended by the AU after disgruntled soldiers toppled president Roch Marc Christian Kabore. Guinea, Mali and Sudan are also currently suspended. ""Every African leader in the assembly has condemned unequivocally... the wave of unconstitutional changes of government,"" Bankole Adeoye, head of the AU's Peace and Security Council, told a press conference Sunday.But the AU has been accused of an inconsistent response, notably by not suspending Chad after a military council took over following the death of president Idriss Deby Itno on the battlefield in April 2021.And while Adeoye touted the AU's use of suspensions to punish coup leaders, analysts say the body must be more proactive to prevent putsches.Also on Sunday, leaders agreed to suspend debate on Faki's controversial decision to accept the accreditation of Israel, postponing a potentially divisive vote.Faki's move in July 2021 drew protest from influential members including South Africa and Algeria which argued that it flew in the face of AU statements supporting the Palestinian Territories. Both countries pushed to have the issue put on the summit agenda.During Saturday's session, Faki defended Israel's accreditation, noting that 44 member states have diplomatic ties with Israel.But Palestinian prime minister Mohammed Shtayyeh on Saturday called for Israel's accreditation to be revoked.AFP",Global Times(China),https://www.globaltimes.cn/page/202202/1251647.shtml,world/africa
52,2022-02-07,Australia to reopen borders to tourists on February 21 ,"People wait in line at a walk-in COVID-19 testing site at the Melbourne Town Hall in Melbourne, Australia, on December 27, 2021. Photo: ICAustralia will reopen its borders to tourists from February 21, Prime Minister Scott Morrison announced Monday, ending some of the world's strictest and longest-running pandemic travel restrictions. ""It's almost two years since we took the decision to close the borders to Australia,"" Morrison said after a meeting of the national security cabinet.He announced the borders will reopen to all visa holders ""on the 21st of February of this year. ""Australia's borders slammed shut in March 2020 in the hope of protecting the island continent against a surging global pandemic.For most of the time since then, Australians have been barred from leaving and only a handful of visitors have been granted exemptions to enter the country.The rules have stranded nationals overseas, split families, hammered the country's multi-billion dollar tourist industry, and prompted often bitter debates about Australia's status as a modern, open and outward-looking nation.Every month of border closures has cost businesses an estimated $2.6 billion, according to the Australian Chamber of Commerce and Industry.In recent months, rules have been gradually relaxed for Australians, long-term residents and students. The latest decision will see almost all remaining caps lifted.It comes after the country's long-standing ""COVID-19-zero"" policy was abandoned, vaccination rates rose and the once stellar track-and-trace system collapsed under a wave of Omicron cases.AFP",Global Times(China),https://www.globaltimes.cn/page/202202/1251644.shtml,world/asia-pacific
53,2022-02-07,Bilibili faces more criticism over employee`s death after firm denies excessive work,"Chinese online video and gaming company Bilibili listed at Hong Kong Stock Exchange on Monday. Photo: CFPBilibili, one of China's leading video-sharing platforms, is facing growing criticism over the death of an employee even after the company denied claims that excessive work has caused the death, with some family members of the employee criticizing the firm's handling of the incident.On Monday night, a social media user, who claimed to be the cousin of the employee, posted on Sina Weibo, saying that the deceased had been buried on Sunday and no one from the company had come to offer condolences. The user also claimed that the company has not offered any sincere apology, let alone consultations. In a statement earlier on Monday, Bilibili said that the recent sudden death of one of its employees was not caused by excess overtime work as some reports claimed.In the statement, Bilibili said that the employee, who joined the company in May 2020, worked from 9:30 am to 18:30 pm every day during the Spring Festival, which are ""regular working hours."" During the week before his death on Feburary 4, he did not work overtime.Bilibili said that the company has set up a special group working with police to probe the case.Bilibili's statement came after a social media user under the name ""wangluobei"" claimed on Chinese social media platform Sina Weibo that the artificial intelligent (AI) audit team leader from Bilibili died on February 4 due to overtime work during the Spring Festival. After reports of the employee's passing, the company inactivated the employee's account on its corporate WeChat platform, according to some media reports. The notice quickly topped the trending on Sina Weibo Monday afternoon, with many netizens expressing anger with the company, saying that internet-based businesses should abolish overtime work.Some programmers said that Bilibili's AI group was responsible for overseeing content released on the platform, and the employees in that team often work late, and they are poorly paid by the company. According to recruitment advertisement posted on major job sites, employees in Bilibili's audit team work 12 hours and should ""be able to accept night shift arrangements. ""The incident has garnered widespread attention on social media in China, as it renewed the public's long-running criticism of excessive overtime work culture at some internet companies, the notorious ""996"" work culture. Many tech giants have also vowed to improve work conditions amid lingering criticism. Chinese authorities have also criticized the excessive overtime work culture. In August 2021, the Supreme People's Court and Ministry of Human Resources and Social Security published an article, criticizing labor violations and unreasonable overtime.Global Times",Global Times(China),https://www.globaltimes.cn/page/202202/1251624.shtml,source/economy
54,2022-02-07,China arranges medical treatment to Papua New Guinean PM who tested positive upon arriving in Beijing: FM  ,"Chinese Foreign Ministry spokesperson Zhao Lijian Photo: fmprc.gov.cnChina arranged the medical treatment for the Prime Minister of Papua New Guinea,James Marape,immediately after he tested positive for COVID-19 upon arrival in China. The Papua New Guinea delegation strictly followed the COVID-19 prevention and control rules while in China, Chinese foreign ministry spokesperson Zhao Lijian said on Monday. Marape was invited to attend the opening ceremony of the Beijing 2022 Winter Olympics, and he tested positive after arriving in Beijing. China immediately arranged medical experts to treat him, Zhao said at Monday's media briefing. He noted that Chinese leaders sent comforting messages to Marape, and Chinese Premier Li Keqiang had a virtual meeting with him. The delegation of Papua New Guinea has strictly followed the epidemic prevention protocols while staying in China and China wishes the Prime Minister a speedy recovery, Zhao said. Zhao's remarks came after a statement by the department of the prime minister of Papua New Guinea on Sunday announcing the prime minister's positive test result upon arrival in Beijing last Thursday evening. He returned to Papua New Guinea on Sunday.Marape has hailed his recent China visit a successful one, the statement said.Global Times",Global Times(China),https://www.globaltimes.cn/page/202202/1251629.shtml,china/diplomacy
55,2022-02-07,"China denounces US` groundless accusations against China`s internal affairs, saying athletes should be in the spotlight of the Games","Chinese Ambassador to the United Nations (UN) Zhang Jun speaks during a press conference at the UN headquarters in New York, the United States, May 3, 2021.Photo:Xinhua China's Permanent Representative to the United Nations (UN) denounced the US Ambassador to the UN for making groundless accusations against China on Sunday. Athletes from China, the US and other countries are competing fairly at the Beijing Winter Olympics. They are the ones that should be in the spotlight, and the US politicians should have left the stage for them long ago, Chinese UN Ambassador said.US Ambassador to the UN Linda Thomas-Greenfield had an interview with Jake Tapper on CNN's ""State of the Union"" on Saturday, where she made irresponsible and wrong remarks on the Beijing 2022 Winter Olympics, Xinjiang-related issues and the Taiwan question. When asked how she interpreted the fact that one of the two athletes that lit the torch was from China's Xinjiang Uygur Autonomous Region, Greenfield said that ""it is an effort by the Chinese to distract us from the real issue here at hand, that Uyghurs are being tortured. ""China's Permanent Representative to the UN Zhang Jun refuted that Greenfield's groundless and politically-biased words have seriously poisoned the China-US relations. Facing such a smear campaign, China has no choice but to push back and clarify our position and reject the unfounded accusations by the US.Zhang stressed that the Beijing Winter Olympics has successfully kicked off. The opening ceremony was attended by around 170 official representatives from nearly 70 countries and international organizations, including 31 heads of state, heads of government, members of the royal family, and heads of international organizations. Many more state leaders and heads of international organizations have called or sent letters to President Xi Jinping to wish the Beijing Winter Olympics a great success and the Chinese people a happy Lunar New Year. This fully shows the international community's firm support for China, for the Beijing Winter Olympics, and for the Olympic Movement. The US attempt to make an issue of the Olympic Games has won no support and met with complete failure.Zhang stressed that in Team China, there are 20 athletes from 9 ethnic minorities, including Uygur and Tibetan. One of them is Dinigeer Yilamujiang, a Uygur cross-country skier who lit the Olympic caldron. She is the pride and excellent representative of the Chinese people. On what ground does the US has such inexplicable anger over this? And why? Zhang questioned.In her interview with the CNN, Greenfield also made irresponsible remarks concerned China's internal affairs. She not only compared the Taiwan question to the Ukraine border issue, but also said that ""[the US is] committed to protecting the security and supporting the security of the people of Taiwan while at the same time our policy has always been to recognize the One China policy. ""As a response, Zhang said that the future of the island of Taiwan lies in national reunification, not some security guarantee from the US. The US should stop emboldening and supporting the ""Taiwan independence"" forces, follow the true one-China policy, and match its actions with words. Otherwise, playing fire on the Taiwan question will only end up getting burned.Zhang pointed out that the US is facing serious political, economic, social, security and public health issues. Under such circumstances, the US politicians need to heed the voice of the people and solve its own problems, instead of being trapped in the mindset of American supremacy over everything, still less shifting responsibilities, creating confrontations or obstructing other countries' development, Zhang said. ""Here is my advice to the US: Do not go further down the wrong path. It will not only make your own people suffer, but also create more trouble for other countries and the whole world."" Zhang noted.",Global Times(China),https://www.globaltimes.cn/page/202202/1251609.shtml,china/diplomacy
56,2022-02-07,China encourages steel industry consolidation through M&As among firms,"Employees of a metal materials company in Luoshe town, Huzhou, East China's Zhejiang Province weld a steel structure on January 20, 2022. Photo: cnsphotoChinese authorities released a guideline on Monday encouraging domestic steel mills to consolidate through mergers and acquisitions (M&As) to create world-class steel giants and accelerate the sector's high-quality development.By relying on the dominant enterprises in the industry, one or two pilot enterprises in the fields of stainless steel, special steel, seamless steel pipe and other special items are expected to be cultivated, according to an official guideline.M&As across different regions and ownership groups are encouraged to change the ""fragmented"" structure of the nation's iron and steel industry and enhance the endogenous power of enterprises.In addition, financial institutions are urged to provide comprehensive financial services to iron and steel enterprises pursuing M&As, structural adjustments, transformations and upgrading.To address concerns about a potential supply glut and reduce emissions in the heavily polluting industry, China is encouraging a realignment of the country's steel sector. From the beginning of the 14th Five-year Plan period (2021-25), China has been promoting green development to realize carbon neutrality by 2060.In 2021, China's crude steel output was 1.03 billion tons, down 3 percent from a year earlier, data from the National Bureau of Statistics showed in January. It was the first year-on-year decline since 2016.According to a plan released by the Ministry of Industry and Information Technology, by 2025, China will build a number of super-sized steel conglomerates, and the top 10 steel enterprises will account for 60 percent of the country's steel output.In August last year, China's two major steelmakers - Ansteel and Ben Gang Group Corp - signed a deal to merge, creating the world's third-largest steelmaker. After the merger, Ansteel had an annual production capacity of 63 million tons of crude steel, ranking third in the world.Global Times",Global Times(China),https://www.globaltimes.cn/page/202202/1251612.shtml,source/economy
57,2022-02-07,China urges US to stop advancing bill `full of cold-war mentality`,"Zhao Lijian Photo: Ministry of Foreign AffairsChina's Foreign Ministry on Monday blasted the US House of Representatives' so-called America Competes Act, which is largely focused on China, saying that the bill's content regarding China is full of cold-war, zero-sum game mentality and slanders China's development path and domestic and foreign policies. ""The US should view China's development and China-US relations objectively and rationally, delete negative China-related content in the bill, stop deliberating and advancing it, and stop undermining China-US ties and cooperation in key areas,"" Zhao Lijian, a spokesperson for China's Foreign Ministry told a regular press conference on Monday.The comments come as the US House of Representatives on Friday passed the bill, namely the America Competes Act, of which Democrats say will increase US semiconductor manufacturing and boost American competitiveness with China. The bill started as a bipartisan push to bolster US manufacturing and research, but it has been mired in long-standing partisanship concerning US policy on China. The bill has to pass both chambers before it can be sent to the White House for US President Joe Biden's signature.The 2,900-page legislation authorizes nearly $300 billion for research and development, including $52 billion to subsidize semiconductor manufacturing and research into the key components used in automobiles and computers. It also allocates $45 billion over six years to ease supply-chain problems that have exacerbated shortages, Reuters reported. Observers and semiconductor industry insiders said that the bill is an indication that the US has gone deeper into its China containment obsession.The spokesperson said how the US develops and improvse its ""competitiveness"" is the US' own business, calling on Washington to stop making an issue out of China and use it as an excuse to interfere in China's internal affairs and harm China's interests. The bill once again laid bare that the US' hegemony and bullying tactics is fundamentally contrary to the trend of the times and the aspirations of the global pursuit of peace, development and cooperation, and will only harm the US' own interests in the end, Zhao said.Global Times",Global Times(China),https://www.globaltimes.cn/page/202202/1251658.shtml,source/economy
58,2022-02-07,"China`s Caixin services PMI comes in at 51.4 in January, lowest in five months","A staff member presents a serving spoon at a Hunan cuisine restaurant in Yuelu District of Changsha, central China's Hunan Province, April 15, 2020. (Xinhua/Chen Zeguo)China's private Caixin Services Purchasing Manager's Index (PMI), which measures national services sector activity, came in at 51.4 in January 2022, lower than last month's 53.1 and also the lowest level in the past five months, Caixin released the data on Monday. The previously released Caixin China Manufacturing PMI fell 1.8 percentage points to 49.1 in January 2022, the lowest since March 2020. The simultaneous decline of the two major industries dragged down the Caixin China Composite PMI by 2.9 percentage points to 50.1 in January 2022, slightly above the marginal standard.The trend shown by Caixin's survey result was in line with that of the National Bureau of Statistics (NBS). The NBS released manufacturing PMI in January 2022 which recorded a decline of 0.2 percentage points to 50.1, while the services PMI fell 1.7 percentage points to 50.3, driving the composite PMI down 1.2 percentage points to 51.0.Wang Zhe, a senior economist from Caixin, said that the plunge in domestic and overseas demand, continued intensive employment situation and high price of multiple raw material declined optimism on the service sector. Responding companies reported that relatively low market demand and insufficient replenishment of new job positions had resulted in an inactive labor market. Companies also reported that the epidemic control policies had some impact on production.Caixin's survey pointed out the high price for specific raw materials was the main reason that raised the companies' cost in service sector, which made input price index much higher than producer's price index in January 2022. Regional COVID-19 outbreaks in Xi'an of Northwest China's Shaanxi Province and Beijing during December 2021 and January 2022 constrained production, transportation, and marketing of industries across the country, according to the Caixin report. Wang noted that economic policies in 2022 should focus on addressing industry structure improvement, employment and supporting small and medium-sized enterprises in order to confront market challenges.Global Times",Global Times(China),https://www.globaltimes.cn/page/202202/1251602.shtml,source/economy
59,2022-02-07,Chinese firms rush to support women`s football team after Asian Cup win,"Players of the Chinese women's national soccer team Photo: Courtesy of China Eastern AirlinesWhile the spotlight has been shining on the Chinese women's national football team following their latest victory of winning the AFC Women's Asian Cup, many Chinese companies have also rushed to support the team that has won nationwide praises. Chinese dairy behemoth Mengniu Dairy announced through its official Weibo account on Sunday that it has given a cash prize of 10 million yuan ($1.58 million) to the Chinese women's football team.Alipay also awarded a total of 13 million yuan to the team, with 10 million yuan for the players and 3 million yuan for the coaching team. The companies' moves, though most likely aimed at showing appreciation for the team's efforts that have inspired the entire country, also reflect the growing popularity of women's football and women's sports in general, which would also boost businesses in relevant sectors, analysts noted.Around 10 brands and companies have been sponsoring Chinese football teams, both women's and men's. But the only brands that have been sponsoring the Chinese women's team specifically are car trading platform Renrenche under Chinese life information provider 58 Group and Chinese social media start-up Xiaohongshu, or Little Red Book, since July 2021, right before the Tokyo Olympics, news portal yicai.com reported.Chen Jianning, vice president of 58 Group, told the Global Times on Monday that the Chinese women's football team is hard-working and never gives up, which matches Renrenche's enterprise culture, and the team may increase the popularity of the brand among Chinese consumers. Renrenche signed a cooperation contract with the Chinese women's football team in 2021. ""After the Chinese women's national football team won, Renrenche will continuously sponsor the team as well as Chinese teenagers' football training and other sports,"" said Chen. Xiaohongshu told the Global Times on Monday that it has been cooperating with the Chinese women's football team by inviting team members to join the platform and create content as the women's football team is a very high-quality sports IP. Industry insiders noted that the commercial potential of the Chinese women's football team as well as the great potential of women's sports will continue to boom. The unleashed commercial potential for women's sports will not just be limited to football or sports in general, Zhang Yi, CEO of consulting and research firm iiMedia Research Institute, told the Global Times on Monday, adding that it will extend to the entire sports industry such as equipment, apparel, training and service providers. Globally, according to a report released by Deloitte, TV rights and sponsorship deals for most existing women's sports are worth at most millions of dollars, but the majority of them are below this value, noting that women's sports revenues in 2021 were estimated at well under $1 billion, a fraction of the global value of all sports, which reached $471 billion in 2018.Deloitte's report also anticipated that women's sports will grow to be worth a great deal more than $1 billion, with women's sports to be further promoted and commercialized. Global Times",Global Times(China),https://www.globaltimes.cn/page/202202/1251663.shtml,source/economy
60,2022-02-07,Chinese President Xi Jinping sends a congratulatory message to Queen Elizabeth II on the 70th anniversary of her accession to the throne,Chinese President Xi Jinping sent a congratulatory message to Queen Elizabeth II on the 70th anniversary of her accession to the throne on Sunday.,Global Times(China),https://www.globaltimes.cn/page/202202/1251595.shtml,china/diplomacy
61,2022-02-07,Chinese sportswear brands` tech prowess on display at Beijing Winter Olympics,"On October 27, Beijing Winter Olympic Games organizing committee unveils the staff outfits designed by Anta Sports. Photo: Courtesy of Beijing Winter Games organizing committeeAfter Team China won their first gold medal at the Beijing 2022 Winter Olympic Games in the short-track speed skating mixed team relay on Saturday, their uniforms - and the technologies behind them - triggered widespread attention among the Chinese public, with many praising the rising technological capabilities of Chinese firms in making advanced sportswear that used to be dominated by foreign brands. The short track speed skating suit, developed by domestic firm Anta, has reached the lightest and most breathable level in the world, the company said. It employs drag reduction technology and Dyneema anti-cut technology to maximize the speed of athletes while ensuring their safety. Anta's windproof breathable tech, A-Cross DRI technology, air turbulence control and slip drag reduction technology adopted in ski suits, worn by rising star free skier Gu Ailing, are able to keep athletes sweat-free and warm, according the company.Gu's freestyle skiing suit is windproof and waterproof, and it is tailored to ensure that she can move smoothly and freely.Analysts said that such technologies are an embodiment of the nation's level of industrial manufacturing, material research and a slew of other related sectors. Considering the difficulty in manufacturing, the high-tech suits are some of the best examples of the advances and achievements of China's manufacturing and scientific research. ""The technologies have a wide range of applications, not only in clothing, but also in the medical sector, maritime activities, underwater vehicles, microfluid devices and pipeline transportation,"" an analyst in materials science based in Wuhan, Central China's Hubei Province, told the Global Times on Monday.The material should be light and close-fitting, but also wear-resistant and resistant to cutting - prevent ice skate blade from injuring athletes, which brings the difficulty of manufacturing and research and development to a new level, said the analyst. ""Take the two most basic requirements - reducing resistance and preventing cutting - as examples. These two requirements can even be said to be completely contradictory, which stopped countless brands from developing. Finally Chinese brands broke the foreign monopoly,"" the analyst said.The speed skating suit developed by Anta has been constantly tested in wind tunnels, and its surface uses a special structure to deflect air to effectively reduce drag. Anta's pro-grade hard core protection Dyneema anti-cut tech has won the ISPO Global Design Award.Steel frame snowmobile shoes, Anta's first intelligent simulation design, can reduce wind resistance by 10 percent to help athletes speed up. This pair of shoes, compared with a pair from a top foreign brand, can help improve an athlete's performance by 0.054 seconds, according to Anta.Lenovo Group also provided self-developed electrocardiography, which can help athletes receive high-frequency sampling through non-inductive wearable devices and form a set of intelligent training solutions.Apart from Anta, domestic brand Li-Ning recently made its first foray into ski sports with the launch of its Li-Ning Snowboarding collection.Guosen Securities said it is optimistic that domestic brands can take the opportunity of the Beijing Winter Olympics to achieve brand influence and recognition. Advanced technologies for sport equipment have fueled Chinese brands to go global.According to AliExpress, overseas sales of Chinese ski products increased by more than 60 percent year-on-year during the Spring Festival holiday - from January 31 to Sunday - including a 15-fold increase in domestic ski helmets. On Tmall, sales of Chinese ski helmets increased by 174 percent year-on-year and those of ski trouser suits were up by more than 200 percent. Domestic ski brands such as Anta, Li-Ning, Vector and NANDN are all very popular and have seen their sales increasing significantly from last week, according to statistics sent to the Global Times from Tmall Global.In the past year, consumers in 100 countries and regions around the world bought Chinese snow equipment on AliExpress. Buyers of Chinese ski and skating products are located as far north as Iceland and as far south as Chile. With the impact of the Winter Olympics, the number of domestic ski product brands on AliExpress increased by nearly 50 percent in one year.The Beijing 2022 Games is expected to further drive the development of the ice and snow economy, as China plans to expand the scale of its ice and snow industry to 1 trillion yuan ($157.3 billion) by 2025. Local sports brands should actively seize the opportunity to create a multi-faceted layout, according to a report by Guosen Securities.",Global Times(China),https://www.globaltimes.cn/page/202202/1251657.shtml,source/economy
